ENSG00000282787	RP11-151A10.3
ENSG00000187608	ISG15
ENSG00000163644	PPM1K
ENSG00000226752	PSMD5-AS1
ENSG00000089685	BIRC5
ENSG00000204261	PSMB8-AS1
ENSG00000131188	PRR7
ENSG00000273247	RP11-83A24.2
ENSG00000108946	PRKAR1A
ENSG00000155329	ZCCHC10
ENSG00000196684	HSH2D
ENSG00000100242	SUN2
ENSG00000072364	AFF4
ENSG00000132334	PTPRE
ENSG00000132465	JCHAIN
ENSG00000185811	IKZF1
ENSG00000121741	ZMYM2
ENSG00000247982	LINC00926
ENSG00000165209	STRBP
ENSG00000197043	ANXA6
ENSG00000102760	RGCC
ENSG00000124882	EREG
ENSG00000198408	MGEA5
ENSG00000172663	TMEM134
ENSG00000269821	KCNQ1OT1
ENSG00000137193	PIM1
ENSG00000145779	TNFAIP8
ENSG00000121410	A1BG
ENSG00000185950	IRS2
ENSG00000137331	IER3
ENSG00000165175	MID1IP1
ENSG00000099875	MKNK2
ENSG00000004468	CD38
ENSG00000171476	HOPX
ENSG00000139278	GLIPR1
ENSG00000028277	POU2F2
ENSG00000179029	TMEM107
ENSG00000197622	CDC42SE1
ENSG00000273338	RP11-386I14.4
ENSG00000046651	OFD1
ENSG00000115165	CYTIP
ENSG00000101596	SMCHD1
ENSG00000175063	UBE2C
ENSG00000012124	CD22
ENSG00000084070	SMAP2
ENSG00000076554	TPD52
ENSG00000189067	LITAF
ENSG00000143110	C1orf162
ENSG00000129355	CDKN2D
ENSG00000157873	TNFRSF14
ENSG00000165025	SYK
ENSG00000197561	ELANE
ENSG00000198624	CCDC69
ENSG00000259001	RPPH1
ENSG00000132510	KDM6B
ENSG00000118503	TNFAIP3
ENSG00000175463	TBC1D10C
ENSG00000147535	PLPP5
ENSG00000172232	AZU1
ENSG00000090238	YPEL3
ENSG00000172247	C1QTNF4
ENSG00000130844	ZNF331
ENSG00000108055	SMC3
ENSG00000186834	HEXIM1
ENSG00000167900	TK1
ENSG00000025796	SEC63
ENSG00000117748	RPA2
ENSG00000203667	COX20
ENSG00000146540	C7orf50
ENSG00000005059	CCDC109B
ENSG00000086504	MRPL28
ENSG00000143401	ANP32E
ENSG00000217128	FNIP1
ENSG00000105939	ZC3HAV1
ENSG00000136709	WDR33
ENSG00000116478	HDAC1
ENSG00000112739	PRPF4B
ENSG00000162434	JAK1
ENSG00000090520	DNAJB11
ENSG00000102265	TIMP1
ENSG00000134056	MRPS36
ENSG00000125107	CNOT1
ENSG00000167483	FAM129C
ENSG00000077721	UBE2A
ENSG00000101654	RNMT
ENSG00000115350	POLE4
ENSG00000132485	ZRANB2
ENSG00000078369	GNB1
ENSG00000125910	S1PR4
ENSG00000153574	RPIA
ENSG00000100519	PSMC6
ENSG00000124596	OARD1
ENSG00000214046	SMIM7
ENSG00000157916	RER1
ENSG00000108639	SYNGR2
ENSG00000146007	ZMAT2
ENSG00000137076	TLN1
ENSG00000116670	MAD2L2
ENSG00000138757	G3BP2
ENSG00000273559	CWC25
ENSG00000105329	TGFB1
ENSG00000120686	UFM1
ENSG00000130511	SSBP4
ENSG00000139726	DENR
ENSG00000137409	MTCH1
ENSG00000114503	NCBP2
ENSG00000235162	C12orf75
ENSG00000140968	IRF8
ENSG00000175324	LSM1
ENSG00000104765	BNIP3L
ENSG00000176533	GNG7
ENSG00000139146	FAM60A
ENSG00000149182	ARFGAP2
ENSG00000263465	SRSF8
ENSG00000156136	DCK
ENSG00000146112	PPP1R18
ENSG00000141959	PFKL
ENSG00000145860	RNF145
ENSG00000197223	C1D
ENSG00000246705	H2AFJ
ENSG00000014216	CAPN1
ENSG00000105849	TWISTNB
ENSG00000204574	ABCF1
ENSG00000053254	FOXN3
ENSG00000103653	CSK
ENSG00000048649	RSF1
ENSG00000178927	C17orf62
ENSG00000140299	BNIP2
ENSG00000121851	POLR3GL
ENSG00000079459	FDFT1
ENSG00000136758	YME1L1
ENSG00000110011	DNAJC4
ENSG00000124226	RNF114
ENSG00000077097	TOP2B
ENSG00000131871	VIMP
ENSG00000135655	USP15
ENSG00000111481	COPZ1
ENSG00000166797	FAM96A
ENSG00000010671	BTK
ENSG00000034152	MAP2K3
ENSG00000143198	MGST3
ENSG00000095059	DHPS
ENSG00000162144	CYB561A3
ENSG00000271614	LINC00936
ENSG00000272325	NUDT3
ENSG00000196352	CD55
ENSG00000167613	LAIR1
ENSG00000125826	RBCK1
ENSG00000012660	ELOVL5
ENSG00000185862	EVI2B
ENSG00000068028	RASSF1
ENSG00000113580	NR3C1
ENSG00000213676	ATF6B
ENSG00000156256	USP16
ENSG00000174574	AKIRIN1
ENSG00000205220	PSMB10
ENSG00000164649	CDCA7L
ENSG00000115524	SF3B1
ENSG00000178980	SEPW1
ENSG00000106052	TAX1BP1
ENSG00000166501	PRKCB
ENSG00000276043	UHRF1
ENSG00000198355	PIM3
ENSG00000267519	CTD-3252C9.4
ENSG00000023445	BIRC3
ENSG00000158985	CDC42SE2
ENSG00000175727	MLXIP
ENSG00000141543	EIF4A3
ENSG00000011295	TTC19
ENSG00000168610	STAT3
ENSG00000145687	SSBP2
ENSG00000269404	SPIB
ENSG00000125753	VASP
ENSG00000101200	AVP
ENSG00000111679	PTPN6
ENSG00000101109	STK4
ENSG00000197989	SNHG12
ENSG00000122643	NT5C3A
ENSG00000140575	IQGAP1
ENSG00000127528	KLF2
ENSG00000250479	CHCHD10
ENSG00000276216	CH17-373J23.1
ENSG00000090104	RGS1
ENSG00000114978	MOB1A
ENSG00000166946	CCNDBP1
ENSG00000102804	TSC22D1
ENSG00000128228	SDF2L1
ENSG00000168918	INPP5D
ENSG00000085224	ATRX
ENSG00000100365	NCF4
ENSG00000081237	PTPRC
ENSG00000111913	FAM65B
ENSG00000168899	VAMP5
ENSG00000104870	FCGRT
ENSG00000175354	PTPN2
ENSG00000257621	PSMA3-AS1
ENSG00000198625	MDM4
ENSG00000138433	CIR1
ENSG00000182287	AP1S2
ENSG00000114315	HES1
ENSG00000163131	CTSS
ENSG00000156738	MS4A1
ENSG00000145088	EAF2
ENSG00000144655	CSRNP1
ENSG00000175197	DDIT3
ENSG00000106537	TSPAN13
ENSG00000166669	ATF7IP2
ENSG00000008394	MGST1
ENSG00000101745	ANKRD12
ENSG00000164543	STK17A
ENSG00000115956	PLEK
ENSG00000007944	MYLIP
ENSG00000164611	PTTG1
ENSG00000102786	INTS6
ENSG00000244879	GABPB1-AS1
ENSG00000160613	PCSK7
ENSG00000156171	DRAM2
ENSG00000070814	TCOF1
ENSG00000184922	FMNL1
ENSG00000064666	CNN2
ENSG00000104714	ERICH1
ENSG00000133742	CA1
ENSG00000081320	STK17B
ENSG00000272398	CD24
ENSG00000265206	RP5-1171I10.5
ENSG00000267100	ILF3-AS1
ENSG00000136997	MYC
ENSG00000147168	IL2RG
ENSG00000242574	HLA-DMB
ENSG00000254087	LYN
ENSG00000116717	GADD45A
ENSG00000205302	SNX2
ENSG00000110987	BCL7A
ENSG00000172183	ISG20
ENSG00000066336	SPI1
ENSG00000103187	COTL1
ENSG00000262202	RP11-160E2.6
ENSG00000211895	IGHA1
ENSG00000067900	ROCK1
ENSG00000067064	IDI1
ENSG00000169575	VPREB1
ENSG00000171700	RGS19
ENSG00000184203	PPP1R2
ENSG00000196839	ADA
ENSG00000135185	TMEM243
ENSG00000273802	HIST1H2BG
ENSG00000158517	NCF1
ENSG00000196405	EVL
ENSG00000090382	LYZ
ENSG00000095932	SMIM24
ENSG00000100097	LGALS1
ENSG00000168209	DDIT4
ENSG00000112137	PHACTR1
ENSG00000117091	CD48
ENSG00000187837	HIST1H1C
ENSG00000130208	APOC1
ENSG00000005381	MPO
ENSG00000126264	HCST
ENSG00000169877	AHSP
ENSG00000167604	NFKBID
ENSG00000147905	ZCCHC7
ENSG00000159388	BTG2
ENSG00000125968	ID1
ENSG00000116741	RGS2
ENSG00000211679	IGLC3
ENSG00000116161	CACYBP
ENSG00000075142	SRI
ENSG00000170476	MZB1
ENSG00000165512	ZNF22
ENSG00000196628	TCF4
ENSG00000129351	ILF3
ENSG00000172354	GNB2
ENSG00000171314	PGAM1
ENSG00000099817	POLR2E
ENSG00000099956	SMARCB1
ENSG00000168002	POLR2G
ENSG00000076043	REXO2
ENSG00000166508	MCM7
ENSG00000117448	AKR1A1
ENSG00000105472	CLEC11A
ENSG00000082153	BZW1
ENSG00000185043	CIB1
ENSG00000146457	WTAP
ENSG00000151461	UPF2
ENSG00000103769	RAB11A
ENSG00000176978	DPP7
ENSG00000106244	PDAP1
ENSG00000100142	POLR2F
ENSG00000189159	HN1
ENSG00000134294	SLC38A2
ENSG00000115758	ODC1
ENSG00000011304	PTBP1
ENSG00000204482	LST1
ENSG00000177889	UBE2N
ENSG00000108424	KPNB1
ENSG00000197006	METTL9
ENSG00000106829	TLE4
ENSG00000196776	CD47
ENSG00000158050	DUSP2
ENSG00000162385	MAGOH
ENSG00000231925	TAPBP
ENSG00000006652	IFRD1
ENSG00000162521	RBBP4
ENSG00000130741	EIF2S3
ENSG00000230989	HSBP1
ENSG00000120963	ZNF706
ENSG00000079246	XRCC5
ENSG00000130303	BST2
ENSG00000088205	DDX18
ENSG00000087191	PSMC5
ENSG00000115091	ACTR3
ENSG00000103490	PYCARD
ENSG00000135916	ITM2C
ENSG00000168255	POLR2J3
ENSG00000197746	PSAP
ENSG00000131116	ZNF428
ENSG00000240065	PSMB9
ENSG00000186298	PPP1CC
ENSG00000068831	RASGRP2
ENSG00000146731	CCT6A
ENSG00000093010	COMT
ENSG00000198771	RCSD1
ENSG00000115286	NDUFS7
ENSG00000153944	MSI2
ENSG00000076662	ICAM3
ENSG00000163634	THOC7
ENSG00000114353	GNAI2
ENSG00000138495	COX17
ENSG00000105323	HNRNPUL1
ENSG00000116649	SRM
ENSG00000130592	LSP1
ENSG00000140307	GTF2A2
ENSG00000126067	PSMB2
ENSG00000105887	MTPN
ENSG00000183726	TMEM50A
ENSG00000112576	CCND3
ENSG00000100348	TXN2
ENSG00000125652	ALKBH7
ENSG00000178127	NDUFV2
ENSG00000162924	REL
ENSG00000087088	BAX
ENSG00000084754	HADHA
ENSG00000091317	CMTM6
ENSG00000140941	MAP1LC3B
ENSG00000243317	C7orf73
ENSG00000115241	PPM1G
ENSG00000165678	GHITM
ENSG00000213722	DDAH2
ENSG00000075785	RAB7A
ENSG00000249915	PDCD6
ENSG00000120438	TCP1
ENSG00000131236	CAP1
ENSG00000215845	TSTD1
ENSG00000165283	STOML2
ENSG00000145833	DDX46
ENSG00000224877	C17orf89
ENSG00000237541	HLA-DQA2
ENSG00000223609	HBD
ENSG00000087365	SF3B2
ENSG00000126698	DNAJC8
ENSG00000186395	KRT10
ENSG00000106245	BUD31
ENSG00000211898	IGHD
ENSG00000150977	RILPL2
ENSG00000158195	WASF2
ENSG00000010404	IDS
ENSG00000143256	PFDN2
ENSG00000143727	ACP1
ENSG00000244754	N4BP2L2
ENSG00000106400	ZNHIT1
ENSG00000141682	PMAIP1
ENSG00000204264	PSMB8
ENSG00000162704	ARPC5
ENSG00000140740	UQCRC2
ENSG00000242485	MRPL20
ENSG00000163453	IGFBP7
ENSG00000013441	CLK1
ENSG00000125995	ROMO1
ENSG00000123358	NR4A1
ENSG00000179262	RAD23A
ENSG00000112149	CD83
ENSG00000081154	PCNP
ENSG00000188536	HBA2
ENSG00000138071	ACTR2
ENSG00000143119	CD53
ENSG00000198189	HSD17B11
ENSG00000179010	MRFAP1
ENSG00000148834	GSTO1
ENSG00000143799	PARP1
ENSG00000105401	CDC37
ENSG00000105258	POLR2I
ENSG00000105810	CDK6
ENSG00000229833	PET100
ENSG00000008282	SYPL1
ENSG00000153234	NR4A2
ENSG00000009307	CSDE1
ENSG00000142507	PSMB6
ENSG00000179091	CYC1
ENSG00000065548	ZC3H15
ENSG00000126457	PRMT1
ENSG00000107581	EIF3A
ENSG00000187735	TCEA1
ENSG00000109321	AREG
ENSG00000111832	RWDD1
ENSG00000180817	PPA1
ENSG00000005075	POLR2J
ENSG00000184007	PTP4A2
ENSG00000096746	HNRNPH3
ENSG00000105404	RABAC1
ENSG00000175756	AURKAIP1
ENSG00000123975	CKS2
ENSG00000136104	RNASEH2B
ENSG00000130313	PGLS
ENSG00000178057	NDUFAF3
ENSG00000166681	NGFRAP1
ENSG00000104852	SNRNP70
ENSG00000206560	ANKRD28
ENSG00000197448	GSTK1
ENSG00000109046	WSB1
ENSG00000128245	YWHAH
ENSG00000104131	EIF3J
ENSG00000125971	DYNLRB1
ENSG00000146386	ABRACL
ENSG00000100028	SNRPD3
ENSG00000100721	TCL1A
ENSG00000111011	RSRC2
ENSG00000125944	HNRNPR
ENSG00000143384	MCL1
ENSG00000026508	CD44
ENSG00000113811	SELK
ENSG00000044574	HSPA5
ENSG00000179632	MAF1
ENSG00000104823	ECH1
ENSG00000123505	AMD1
ENSG00000090013	BLVRB
ENSG00000158417	EIF5B
ENSG00000140350	ANP32A
ENSG00000188404	SELL
ENSG00000160932	LY6E
ENSG00000177105	RHOG
ENSG00000164985	PSIP1
ENSG00000172590	MRPL52
ENSG00000005483	KMT2E
ENSG00000074201	CLNS1A
ENSG00000214026	MRPL23
ENSG00000196419	XRCC6
ENSG00000135624	CCT7
ENSG00000090060	PAPOLA
ENSG00000120690	ELF1
ENSG00000143870	PDIA6
ENSG00000167085	PHB
ENSG00000141552	ANAPC11
ENSG00000167004	PDIA3
ENSG00000176890	TYMS
ENSG00000101361	NOP56
ENSG00000204256	BRD2
ENSG00000170860	LSM3
ENSG00000138398	PPIG
ENSG00000128040	SPINK2
ENSG00000128218	VPREB3
ENSG00000138385	SSB
ENSG00000152558	TMEM123
ENSG00000099341	PSMD8
ENSG00000125970	RALY
ENSG00000184900	SUMO3
ENSG00000163463	KRTCAP2
ENSG00000086730	LAT2
ENSG00000160948	VPS28
ENSG00000135535	CD164
ENSG00000213654	GPSM3
ENSG00000164096	C4orf3
ENSG00000141522	ARHGDIA
ENSG00000090273	NUDC
ENSG00000172922	RNASEH2C
ENSG00000224032	EPB41L4A-AS1
ENSG00000179271	GADD45GIP1
ENSG00000086598	TMED2
ENSG00000160075	SSU72
ENSG00000234545	FAM133B
ENSG00000241553	ARPC4
ENSG00000215021	PHB2
ENSG00000135821	GLUL
ENSG00000151366	NDUFC2
ENSG00000173436	MINOS1
ENSG00000026297	RNASET2
ENSG00000068697	LAPTM4A
ENSG00000111639	MRPL51
ENSG00000125977	EIF2S2
ENSG00000125354	SEPT6
ENSG00000115738	ID2
ENSG00000126777	KTN1
ENSG00000125991	ERGIC3
ENSG00000119655	NPC2
ENSG00000185651	UBE2L3
ENSG00000213585	VDAC1
ENSG00000205544	TMEM256
ENSG00000172270	BSG
ENSG00000170540	ARL6IP1
ENSG00000135441	BLOC1S1
ENSG00000137210	TMEM14B
ENSG00000166598	HSP90B1
ENSG00000113732	ATP6V0E1
ENSG00000183291	SEP15
ENSG00000226777	KIAA0125
ENSG00000034713	GABARAPL2
ENSG00000111843	TMEM14C
ENSG00000121691	CAT
ENSG00000110321	EIF4G2
ENSG00000179820	MYADM
ENSG00000212907	MT-ND4L
ENSG00000100219	XBP1
ENSG00000197451	HNRNPAB
ENSG00000104964	AES
ENSG00000134186	PRPF38B
ENSG00000138668	HNRNPD
ENSG00000167642	SPINT2
ENSG00000129562	DAD1
ENSG00000114784	EIF1B
ENSG00000100941	PNN
ENSG00000185624	P4HB
ENSG00000103202	NME4
ENSG00000178913	TAF7
ENSG00000122545	SEPT7
ENSG00000067225	PKM
ENSG00000165527	ARF6
ENSG00000239672	NME1
ENSG00000206172	HBA1
ENSG00000196735	HLA-DQA1
ENSG00000164687	FABP5
ENSG00000155368	DBI
ENSG00000143158	MPC2
ENSG00000220205	VAMP2
ENSG00000169045	HNRNPH1
ENSG00000265972	TXNIP
ENSG00000051108	HERPUD1
ENSG00000135404	CD63
ENSG00000114861	FOXP1
ENSG00000126524	SBDS
ENSG00000255112	CHMP1B
ENSG00000081189	MEF2C
ENSG00000185198	PRSS57
ENSG00000175567	UCP2
ENSG00000211899	IGHM
ENSG00000166803	KIAA0101
ENSG00000101439	CST3
ENSG00000227507	LTB
ENSG00000119801	YPEL5
ENSG00000142227	EMP3
ENSG00000102879	CORO1A
ENSG00000211677	IGLC2
ENSG00000179344	HLA-DQB1
ENSG00000105369	CD79A
ENSG00000128322	IGLL1
ENSG00000007312	CD79B
ENSG00000110848	CD69
ENSG00000211592	IGKC
